"_source/host","_source/@timestamp","_source/netflow/in_pkts","_source/netflow/input_snmp","_source/netflow/output_snmp","_source/netflow/l4_dst_port","_source/netflow/in_bytes","_source/netflow/protocol","_source/netflow/version","_source/netflow/flowset_id","_source/netflow/ip_protocol_version","_source/netflow/ipv4_src_addr","_source/netflow/ipv4_dst_addr","_source/netflow/last_switched","_source/netflow/first_switched","_source/netflow/flow_seq_num","_source/netflow/l4_src_port","_source/netflow/tcp_flags","_source/@version","_source/netflow/ipv6_src_addr","_source/netflow/ipv6_dst_addr","Anomaly"
"127.0.0.1",2018-04-25 11:20:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 11:14:56,2018-04-25 11:14:53,4687,50018,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:25:01,47,0,0,5353,8574,17,9,2048,6,NA,NA,2018-04-25 11:19:14,2018-04-25 10:55:20,4713,5353,0,1,"fe80::cd2:6e12:f144:c51c","ff02::fb",0
"127.0.0.1",2018-04-25 11:17:01,26,0,0,0,1456,58,9,2048,6,NA,NA,2018-04-25 11:11:52,2018-04-25 10:55:20,4678,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::2",0
"127.0.0.1",2018-04-25 11:15:01,2,0,0,5353,320,17,9,2048,6,NA,NA,2018-04-25 11:09:06,2018-04-25 11:09:05,4663,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 11:34:01,6,0,0,0,456,58,9,2048,6,NA,NA,2018-04-25 11:28:12,2018-04-25 11:27:44,4748,0,0,1,"fe80::cd2:6e12:f144:c51c","ff02::16",0
"127.0.0.1",2018-04-25 11:34:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 11:28:56,2018-04-25 11:28:53,4748,60551,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:40:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 11:34:45,2018-04-25 11:34:42,4770,55547,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:40:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 11:34:56,2018-04-25 11:34:53,4770,37195,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:32:01,208,0,0,44336,40040,6,9,1024,4,"162.125.18.133","192.168.1.108",2018-04-25 11:26:54,2018-04-25 09:46:38,4740,443,27,1,NA,NA,0
"127.0.0.1",2018-04-25 11:42:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 11:36:45,2018-04-25 11:36:42,4777,47743,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:28:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 11:22:56,2018-04-25 11:22:53,4722,48559,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:35:01,17,0,0,443,5722,6,9,1024,4,"192.168.1.108","34.195.247.186",2018-04-25 11:29:30,2018-04-25 11:29:29,4755,40694,27,1,NA,NA,0
"127.0.0.1",2018-04-25 11:37:01,40,0,0,443,23895,6,9,1024,4,"192.168.1.108","52.20.239.22",2018-04-25 11:31:11,2018-04-25 11:08:46,4765,44058,27,1,NA,NA,0
"127.0.0.1",2018-04-25 11:33:01,1,0,0,138,229,17,9,1024,4,"192.168.1.106","192.168.1.255",2018-04-25 11:27:40,2018-04-25 11:27:40,4745,138,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:29:01,1,0,0,771,117,1,9,1024,4,"192.168.1.111","8.8.8.8",2018-04-25 11:24:00,2018-04-25 11:24:00,4725,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:00:01,8,0,0,443,4720,17,9,1024,4,"192.168.1.108","216.58.212.42",2018-04-25 11:54:09,2018-04-25 11:54:09,4830,33061,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:00:01,9,0,0,33061,4012,17,9,1024,4,"216.58.212.42","192.168.1.108",2018-04-25 11:54:09,2018-04-25 11:54:09,4830,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:00:01,376,0,0,5353,46456,17,9,1024,4,"192.168.1.106","224.0.0.251",2018-04-25 11:54:31,2018-04-25 09:51:58,4830,5353,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:00:01,2,0,0,0,152,58,9,2048,6,NA,NA,2018-04-25 11:54:40,2018-04-25 11:54:40,4830,0,0,1,"fe80::7034:6f70:604e:8ca3","ff02::16",0
"127.0.0.1",2018-04-25 12:00:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 11:54:45,2018-04-25 11:54:42,4830,49650,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:08:01,187,0,0,5228,10855,6,9,1024,4,"192.168.1.108","173.194.76.188",2018-04-25 12:02:40,2018-04-25 09:54:53,4876,49126,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:08:01,1,0,0,51805,76,17,9,1024,4,"91.189.89.199","192.168.1.108",2018-04-25 12:02:51,2018-04-25 12:02:51,4876,123,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:08:01,185,0,0,49126,14724,6,9,1024,4,"173.194.76.188","192.168.1.108",2018-04-25 12:02:40,2018-04-25 09:54:53,4876,5228,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:08:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 12:02:56,2018-04-25 12:02:53,4876,59063,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:06:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:00:07,2018-04-25 12:00:06,4860,36644,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:06:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:00:17,2018-04-25 12:00:16,4860,41173,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:06:01,8,0,0,52326,1918,17,9,1024,4,"216.58.212.46","192.168.1.108",2018-04-25 12:00:32,2018-04-25 12:00:17,4860,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:06:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:00:37,2018-04-25 12:00:36,4860,46540,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:06:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 12:00:56,2018-04-25 12:00:53,4860,47057,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:04:01,10,0,0,38430,1556,6,9,1024,4,"172.217.169.142","192.168.1.108",2018-04-25 12:01:29,2018-04-25 11:56:44,4848,80,31,1,NA,NA,0
"127.0.0.1",2018-04-25 12:04:01,20,0,0,35734,17222,6,9,1024,4,"172.217.17.208","192.168.1.108",2018-04-25 12:01:29,2018-04-25 11:56:44,4848,80,31,1,NA,NA,0
"127.0.0.1",2018-04-25 12:12:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:06:17,2018-04-25 12:06:16,4911,46523,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:12:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:06:57,2018-04-25 12:06:56,4911,44393,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:04:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 11:58:56,2018-04-25 11:58:53,4848,58396,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:10:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 12:04:45,2018-04-25 12:04:42,4893,54987,0,1,NA,NA,0
"127.0.0.1",2018-04-25 11:43:01,3,0,0,5353,480,17,9,2048,6,NA,NA,2018-04-25 11:37:28,2018-04-25 11:37:24,4780,5353,0,1,"fe80::61:8335:2a03:15c3","ff02::fb",0
"127.0.0.1",2018-04-25 11:49:01,7,0,0,443,4310,17,9,1024,4,"192.168.1.108","216.58.212.46",2018-04-25 11:43:26,2018-04-25 11:43:11,4802,33019,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:30:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:24:47,2018-04-25 12:24:46,5073,60038,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:30:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:24:57,2018-04-25 12:24:56,5073,48536,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:30:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:24:07,2018-04-25 12:24:06,5073,51691,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:30:01,9,0,0,443,4778,17,9,1024,4,"192.168.1.108","216.58.208.106",2018-04-25 12:24:21,2018-04-25 12:24:06,5073,56498,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:30:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 12:24:45,2018-04-25 12:24:42,5073,40284,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:22:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:16:17,2018-04-25 12:16:16,4998,36463,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:22:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:16:27,2018-04-25 12:16:27,4998,60854,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:22:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:16:37,2018-04-25 12:16:36,4998,45819,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:22:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:16:57,2018-04-25 12:16:56,4998,48696,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:24:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 12:18:56,2018-04-25 12:18:53,5016,54884,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:24:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:18:57,2018-04-25 12:18:56,5016,44579,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:18:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.109","239.255.255.250",2018-04-25 12:12:45,2018-04-25 12:12:42,4961,54415,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:18:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:12:47,2018-04-25 12:12:46,4961,60718,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:14:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:08:27,2018-04-25 12:08:26,4926,41578,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:14:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:08:37,2018-04-25 12:08:36,4926,48333,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:20:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:14:07,2018-04-25 12:14:06,4976,44924,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:16:01,3,0,0,1900,459,17,9,1024,4,"192.168.1.102","239.255.255.250",2018-04-25 12:10:07,2018-04-25 12:10:06,4945,37359,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:34:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 12:28:56,2018-04-25 12:28:53,5123,37558,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:38:01,3,0,0,0,228,58,9,2048,6,NA,NA,2018-04-25 12:32:21,2018-04-25 12:31:22,5166,0,0,1,"fe80::ea50:8bff:fe73:217f","ff02::16",0
"127.0.0.1",2018-04-25 12:38:01,25,0,0,40862,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:32:31,2018-04-25 12:32:18,5166,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,694,0,0,9200,444973,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 11:35:02,2018-04-25 01:01:22,5134,57094,26,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,405,0,0,57094,125369,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 11:35:02,2018-04-25 01:01:22,5134,9200,26,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,1,0,0,57090,389,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 11:35:02,2018-04-25 11:35:02,5134,9200,24,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,1,0,0,57106,390,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 11:35:02,2018-04-25 11:35:02,5134,9200,24,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 12:30:56,2018-04-25 12:30:53,5134,42465,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:36:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 12:30:56,2018-04-25 12:30:53,5134,58113,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:44:01,26,0,0,41118,3225,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:38:36,2018-04-25 12:38:23,5265,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:44:01,19,0,0,22,2374,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:38:36,2018-04-25 12:38:23,5265,41118,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:44:01,25,0,0,41124,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:38:52,2018-04-25 12:38:39,5265,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:44:01,25,0,0,41128,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:38:55,2018-04-25 12:38:42,5271,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:44:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:38:55,2018-04-25 12:38:42,5271,41128,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:43:01,25,0,0,41076,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:37:35,2018-04-25 12:37:23,5252,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:43:01,25,0,0,41082,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:37:53,2018-04-25 12:37:41,5252,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:43:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:37:53,2018-04-25 12:37:41,5252,41082,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:43:01,25,0,0,41084,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:37:55,2018-04-25 12:37:43,5252,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:43:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:37:53,2018-04-25 12:37:41,5252,41080,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:45:01,25,0,0,41158,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:39:15,2018-04-25 12:39:00,5275,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:45:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:39:15,2018-04-25 12:39:00,5275,41158,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:45:01,25,0,0,41184,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:39:58,2018-04-25 12:39:45,5287,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:45:01,25,0,0,41186,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:39:59,2018-04-25 12:39:46,5287,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:37:01,26,0,0,40834,3225,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:31:29,2018-04-25 12:31:16,5148,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:37:01,1,0,0,1900,125,17,9,1024,4,"192.168.1.107","239.255.255.250",2018-04-25 12:31:27,2018-04-25 12:31:27,5148,48722,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:42:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:36:53,2018-04-25 12:36:41,5236,41036,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:42:01,25,0,0,41034,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:36:50,2018-04-25 12:36:40,5236,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:41:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:35:54,2018-04-25 12:35:42,5221,40970,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:40:01,25,0,0,40932,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:34:36,2018-04-25 12:34:23,5204,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,19,0,0,22,2350,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:47:02,2018-04-25 12:46:49,5347,41450,31,1,NA,NA,1
"127.0.0.1",2018-04-25 12:50:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:44:56,2018-04-25 12:44:44,5357,41346,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:50:01,18,0,0,22,2322,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:44:16,2018-04-25 12:44:03,5347,41324,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:50:01,25,0,0,41326,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:44:16,2018-04-25 12:44:04,5347,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:44:34,2018-04-25 12:44:22,5353,41334,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:50:01,25,0,0,41344,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:44:56,2018-04-25 12:44:44,5357,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:44:16,2018-04-25 12:44:04,5347,41326,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:50:01,25,0,0,41342,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:44:54,2018-04-25 12:44:42,5357,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,25,0,0,41346,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:44:56,2018-04-25 12:44:44,5357,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,857,0,0,443,45692,6,9,1024,4,"192.168.1.108","198.105.197.235",2018-04-25 12:44:28,2018-04-25 01:54:51,5353,45674,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:50:01,10,0,0,443,6376,17,9,1024,4,"192.168.1.108","172.217.17.174",2018-04-25 12:44:28,2018-04-25 12:44:27,5353,56880,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:52:01,25,0,0,41440,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:46:41,2018-04-25 12:46:29,5394,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:52:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:46:19,2018-04-25 12:46:06,5388,41426,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:52:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 12:46:55,2018-04-25 12:46:52,5394,38441,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:52:01,25,0,0,41444,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:46:56,2018-04-25 12:46:44,5401,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:52:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:46:56,2018-04-25 12:46:44,5401,41444,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:48:01,18,0,0,22,2326,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:42:17,2018-04-25 12:42:05,5319,41262,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:48:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:42:19,2018-04-25 12:42:08,5319,41264,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:48:01,25,0,0,41270,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:42:36,2018-04-25 12:42:23,5319,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:48:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:42:36,2018-04-25 12:42:23,5319,41270,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:48:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.111","239.255.255.250",2018-04-25 12:42:56,2018-04-25 12:42:53,5332,45661,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:46:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:41:00,2018-04-25 12:40:48,5304,41220,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:46:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:40:39,2018-04-25 12:40:26,5296,41208,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:46:01,25,0,0,41206,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:40:38,2018-04-25 12:40:26,5290,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:46:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:41:01,2018-04-25 12:40:49,5304,41222,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:51:01,1,0,0,59621,226,17,9,1024,4,"8.8.8.8","192.168.1.111",2018-04-25 12:45:23,2018-04-25 12:45:23,5373,53,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:51:01,25,0,0,41354,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:45:15,2018-04-25 12:45:02,5366,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:51:01,1,0,0,771,222,1,9,1024,4,"192.168.1.111","192.168.1.1",2018-04-25 12:45:23,2018-04-25 12:45:23,5366,0,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:51:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:45:57,2018-04-25 12:45:44,5381,41412,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:51:01,25,0,0,443,8526,17,9,1024,4,"192.168.1.108","216.58.212.46",2018-04-25 12:45:56,2018-04-25 12:45:24,5381,37928,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:51:01,25,0,0,41412,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:45:57,2018-04-25 12:45:44,5381,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:49:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:43:36,2018-04-25 12:43:24,5340,41306,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:49:01,25,0,0,41310,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:43:54,2018-04-25 12:43:42,5340,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:49:01,25,0,0,41290,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:43:16,2018-04-25 12:43:04,5334,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:47:01,25,0,0,41226,3173,6,9,1024,4,"192.168.1.108","192.168.1.109",2018-04-25 12:41:18,2018-04-25 12:41:05,5307,22,27,1,NA,NA,0
"127.0.0.1",2018-04-25 12:47:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:41:40,2018-04-25 12:41:28,5313,41244,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:47:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:41:18,2018-04-25 12:41:08,5307,41230,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:47:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:41:57,2018-04-25 12:41:45,5313,41250,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:47:01,18,0,0,22,2310,6,9,1024,4,"192.168.1.109","192.168.1.108",2018-04-25 12:42:00,2018-04-25 12:41:48,5313,41254,27,1,NA,NA,1
"127.0.0.1",2018-04-25 12:55:01,12,0,0,443,7537,17,9,1024,4,"192.168.1.108","172.217.169.98",2018-04-25 12:49:27,2018-04-25 12:49:27,5419,51084,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,423043,0,0,443,35734163,17,9,1024,4,"192.168.1.108","74.125.153.234",2018-04-25 12:49:19,2018-04-25 09:48:48,5413,54638,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,31,0,0,443,7069,17,9,1024,4,"192.168.1.108","172.217.17.174",2018-04-25 12:49:19,2018-04-25 12:49:19,5413,43872,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,10,0,0,33046,8785,17,9,1024,4,"74.125.7.121","192.168.1.108",2018-04-25 12:49:27,2018-04-25 12:49:26,5413,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,11,0,0,443,7243,17,9,1024,4,"192.168.1.108","172.217.169.106",2018-04-25 12:49:35,2018-04-25 12:49:20,5419,51822,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,34,0,0,36456,9429,17,9,1024,4,"172.217.23.195","192.168.1.108",2018-04-25 12:49:43,2018-04-25 12:49:15,5425,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:55:01,12,0,0,51084,5681,17,9,1024,4,"172.217.169.98","192.168.1.108",2018-04-25 12:49:27,2018-04-25 12:49:27,5419,443,0,1,NA,NA,0
"127.0.0.1",2018-04-25 12:53:01,11,0,0,443,2175,6,9,1024,4,"192.168.1.108","162.125.34.137",2018-04-25 12:50:11,2018-04-25 12:35:39,5403,39680,30,1,NA,NA,0
"127.0.0.1",2018-04-25 12:53:01,12,0,0,443,5277,17,9,1024,4,"192.168.1.108","216.58.206.174",2018-04-25 12:47:31,2018-04-25 12:47:15,5403,54950,0,1,NA,NA,0
"127.0.0.1",2018-04-25 13:02:01,4,0,0,1900,800,17,9,1024,4,"192.168.1.108","239.255.255.250",2018-04-25 12:56:55,2018-04-25 12:56:52,5446,33246,0,1,NA,NA,0
